#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-25T12:52:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d39a547de31	
#INFO	-out.max=unlimited	
#INFO	queryParameters=8	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-source=J/AJ/126/1607/table1
#

#RESOURCE=yCat_51261607
#Name: J/AJ/126/1607
#Title: IRAS Revised Bright Galaxy Sample (Sanders+, 2003)
#Table	J_AJ_126_1607_table1:
#Name: J/AJ/126/1607/table1
#Title: IRAS Revised Bright Galaxy Sample: Integrated Flux Densities and Luminosities
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a17)	Common name (1)	[ucd=]
#Column	n_Name	(A1)	indicates complements in table3	[ucd=]
#Column	f_Name	(A1)	Flag on Name (2)	[ucd=]
#Column	IRAS	(a11)	IRAS name (3)	[ucd=]
#Column	f_IRAS	(A1)	Flag on IRAS (4)	[ucd=]
#Column	RAJ2000	(A10)	Hour of right ascension (J2000) (5)	[ucd=]
#Column	DEJ2000	(A9)	Degree of declination (J2000) (5)	[ucd=]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=]
#Column	HR	(A1)	HIRES code (6)	[ucd=]
#Column	l_F12um	(A1)	Limit flag on F12um	[ucd=]
#Column	F12um	(F7.2)	Total 12 micron band flux density	[ucd=]
#Column	u_F12um	(A1)	Confusion uncertainty flag on F12um	[ucd=]
#Column	e_F12um	(I2)	? 1 {sigma} error in F12um [NULL integer written as an empty string]	[ucd=]
#Column	S12um	(A1)	IR size flag on 12um (7)	[ucd=]
#Column	M12um	(A1)	Best flux estimate method flag on 12um (8)	[ucd=]
#Column	C12um	(A1)	Confusion type flag on 12um (9)	[ucd=]
#Column	F25um	(F7.2)	Total 25 micron band flux density	[ucd=]
#Column	u_F25um	(A1)	Confusion uncertainty flag on 25um	[ucd=]
#Column	e_F25um	(I3)	? 1 {sigma} error in F25um [NULL integer written as an empty string]	[ucd=]
#Column	S25um	(A1)	IR size flag on 25um (7)	[ucd=]
#Column	M25um	(A1)	Best flux estimate method flag on 25um (8)	[ucd=]
#Column	C25um	(A1)	Confusion type flag on 25um (9)	[ucd=]
#Column	F60um	(F8.2)	Total 60 micron band flux density	[ucd=]
#Column	u_F60um	(A1)	Confusion uncertainty flag on 60um	[ucd=]
#Column	e_F60um	(I3)	? 1 {sigma} error in F60um [NULL integer written as an empty string]	[ucd=]
#Column	S60um	(A1)	IR size flag on 60um (7)	[ucd=]
#Column	M60um	(A1)	Best flux estimate method flag on 60um (8)	[ucd=]
#Column	C60um	(A1)	Confusion type flag on 60um (9)	[ucd=]
#Column	F100um	(F8.2)	? Total 100 micron band flux density	[ucd=]
#Column	u_F100um	(A1)	Confusion uncertainty flag on 100um	[ucd=]
#Column	e_F100um	(I4)	? 1 {sigma} error in F100um [NULL integer written as an empty string]	[ucd=]
#Column	S100um	(A1)	IR size flag on 100um (7)	[ucd=]
#Column	M100um	(A1)	Best flux estimate method flag on 100um (8)	[ucd=]
#Column	C100um	(A1)	Confusion type flag on 100um (9)	[ucd=]
#Column	cz	(I5)	Heliocentric radial velocity (10)	[ucd=]
#Column	Dist	(F6.2)	Estimated source distance (11)	[ucd=]
#Column	f_Dist	(A1)	Flag on Dist (12)	[ucd=]
#Column	LogIR1	(F5.2)	Log of the 40-400 micron luminosity (13)	[ucd=]
#Column	u_LogIR1	(A1)	Uncertainty flag on LogIR1	[ucd=]
#Column	LogIR2	(F5.2)	Log of the 8-1000 micron luminosity (14)	[ucd=]
#Column	u_LogIR2	(A1)	Uncertainty flag on LogIR2	[ucd=]
#Column	Rank	(I3)	Sequential rank in the luminosity distribution	[ucd=]
#Column	OName	(a35)	Other names (15)	[ucd=]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	Name	n_Name	f_Name	IRAS	f_IRAS	RAJ2000	DEJ2000	GLON	GLAT	HR	l_F12um	F12um	u_F12um	e_F12um	S12um	M12um	C12um	F25um	u_F25um	e_F25um	S25um	M25um	C25um	F60um	u_F60um	e_F60um	S60um	M60um	C60um	F100um	u_F100um	e_F100um	S100um	M100um	C100um	cz	Dist	f_Dist	LogIR1	u_LogIR1	LogIR2	u_LogIR2	Rank	OName	Simbad	NED
216.052500	-16.723611	NGC 5595         	 	1	14214-1629 	 	14 24 12.6	-16 43 25	332.78	 40.71	S	 	   0.53	 	22	M	I	 	   0.68	 	 39	U	T	 	    9.06	 	 36	R	I	 	   18.60	 	 103	M	I	 	 2699	 36.71	 	10.51	 	10.61	 	324	VV446NED01;VV530                   	Simbad	NED
216.110417	-16.761944	NGC 5597         	 	1	14216-1632 	 	14 24 26.5	-16 45 43	332.81	 40.65	S	 	   0.71	 	45	R	I	 	   1.55	 	 49	U	T	 	    8.37	 	 51	U	T	 	   16.33	 	 190	M	I	 	 2697	 36.68	 	10.46	 	10.63	 	315	VV446NED02                         	Simbad	NED
217.539583	+31.215833	NGC 5653         	 	1	F14280+3126	 	14 30 09.5	+31 12 57	 49.60	 68.11	 	 	   0.64	 	33	U	T	 	   1.37	 	 28	U	T	 	   10.57	 	 40	U	T	 	   23.03	 	  79	U	T	 	 3572	 54.88	 	10.95	 	11.06	 	175	                                   	Simbad	NED
217.911667	-43.418889	IC 4444          	 	2	F14284-4311	 	14 31 38.8	-43 25 08	321.57	 15.80	 	 	   1.40	 	24	R	I	 	   2.33	 	 29	M	I	 	   19.13	 	 43	U	T	 	   38.07	 	 733	U	T	 	 1957	 22.47	 	10.40	 	10.53	 	349	AM1428-431                         	Simbad	NED
218.171250	-44.175000	NGC 5643         	 	2	F14294-4357	 	14 32 41.1	-44 10 30	321.44	 15.03	 	 	   1.97	 	33	R	I	 	   4.68	 	 21	R	I	 	   23.48	 	 61	R	I	 	   48.60	 	 321	M	I	 	 1199	 13.86	 	10.08	 	10.24	 	449	AM1429-435                         	Simbad	NED
218.103750	 +8.080556	NGC 5665         	*	1	F14299+0818	 	14 32 24.9	+08 04 50	359.08	 59.44	 	 	   0.47	 	22	R	I	 	   0.82	 	 35	U	T	 	    6.25	 	 20	U	T	 	   12.41	 	 101	U	T	 	 2222	 34.98	 	10.30	 	10.44	 	380	ARP049;VV412                       	Simbad	NED
218.025833	+57.920278	NGC 5678         	 	1	F14306+5808	 	14 32 06.2	+57 55 13	100.04	 54.50	 	 	   0.94	 	15	R	I	 	   1.20	 	 19	R	I	 	    9.67	 	 29	R	I	 	   25.66	 	  85	U	T	 	 1912	 32.02	 	10.50	 	10.61	 	322	                                   	Simbad	NED
218.195417	+49.458611	NGC 5676         	 	1	F14310+4940	 	14 32 46.9	+49 27 31	 88.68	 60.39	 	 	   1.13	 	24	R	I	 	   1.70	 	 25	R	I	 	   12.04	 	 37	R	I	 	   29.91	 	 207	U	T	 	 2117	 29.63	S	10.51	 	10.63	 	319	                                   	Simbad	NED
219.405417	-15.005556	IRAS F14348-1447 	 	1	F14348-1447	 	14 37 37.3	-15 00 20	337.59	 40.61	 	<	   0.10	 	  	 	 	 	   0.55	 	 62	U	T	 	    6.82	 	 40	U	T	 	    7.31	 	 151	U	T	 	24723	330.85	 	12.26	 	12.30	:	  5	                                   	Simbad	NED
219.420833	 +2.290833	NGC 5690         	 	1	F14351+0230	 	14 37 41.0	+02 17 27	353.15	 54.45	 	 	   0.75	 	34	R	I	 	   0.99	 	 35	R	I	 	    6.94	 	 32	R	I	 	   16.84	 	 117	U	T	 	 1753	 23.84	S	10.07	 	10.21	 	458	                                   	Simbad	NED
220.045417	 -0.289444	NGC 5713         	 	1	F14376-0004	 	14 40 10.9	-00 17 22	351.02	 52.13	 	 	   1.47	 	28	R	Z	 	   2.84	 	 38	M	I	 	   22.10	 	 65	M	I	 	   37.28	 	  88	U	T	 	 1904	 26.74	S	10.57	 	10.72	 	288	VIIIZw447                          	Simbad	NED
220.240833	-37.073611	IRAS F14378-3651 	 	2	F14378-3651	 	14 40 57.8	-37 04 25	326.05	 20.83	 	<	   0.10	 	  	 	 	 	   0.67	:	 38	U	P	c	    6.72	:	 42	U	P	c	    8.08	:	 215	U	P	c	20444	276.04	 	12.08	:	12.15	:	 10	                                   	Simbad	NED
220.232917	 -0.318056	NGC 5719         	 	1	F14383-0006	 	14 40 55.9	-00 19 05	351.22	 51.98	 	 	   0.52	 	24	U	T	 	   1.09	 	 42	R	I	 	    8.61	 	 34	U	T	 	   17.96	 	  85	U	T	 	 1743	 27.14	 	10.23	 	10.35	 	410	                                   	Simbad	NED
220.601250	-17.254444	NGC 5728         	 	1	F14396-1702	 	14 42 24.3	-17 15 16	337.33	 38.10	 	 	   0.21	 	37	U	T	 	   1.05	 	 39	M	I	 	    8.88	 	 49	M	I	 	   15.79	 	 144	M	I	 	 2788	 38.34	 	10.50	 	10.60	 	329	                                   	Simbad	NED
221.285417	-20.870000	NGC 5734         	 	2	F14423-2039	 	14 45 08.5	-20 52 12	335.67	 34.67	S	 	   0.50	:	25	U	T	g	   0.74	:	 63	U	T	g	    7.99	:	 55	U	P	g	   24.79	:	  94	R	I	b	 4091	 59.28	 	11.02	:	11.06	:	178	                                   	Simbad	NED
221.541250	-37.684444	ESO 386-G019     	 	2	F14430-3728	 	14 46 09.9	-37 41 04	326.74	 19.83	 	 	   0.31	 	20	U	T	 	   0.79	 	 50	U	T	 	    5.99	 	 56	U	T	 	   10.36	 	  86	R	Z	 	 4476	 64.00	 	10.78	 	10.91	 	228	                                   	Simbad	NED
221.850417	-17.446944	UGCA 394         	 	N	F14446-1714	 	14 47 24.1	-17 26 49	338.47	 37.30	 	 	   0.30	 	32	R	I	 	   1.04	 	 55	R	Z	 	    5.83	 	 39	R	I	 	   10.61	 	 120	M	I	 	 2195	 30.02	 	10.11	 	10.26	 	440	                                   	Simbad	NED
221.942917	-19.078611	NGC 5757         	 	1	F14449-1852	 	14 47 46.3	-19 04 43	337.47	 35.87	 	 	   0.77	 	39	R	I	 	   0.94	 	 57	U	T	 	    6.57	 	 39	M	I	 	   12.56	 	 184	U	T	 	 2673	 36.29	 	10.34	 	10.53	 	351	                                   	Simbad	NED
223.491667	 +3.542222	NGC 5775         	 	1	F14514+0344	 	14 53 58.0	+03 32 32	359.43	 52.42	 	 	   1.83	 	25	R	I	 	   2.47	 	 28	R	I	 	   23.59	 	 46	R	I	 	   55.64	 	  97	M	I	 	 1642	 26.34	 	10.68	 	10.78	 	265	KPG440B                            	Simbad	NED
224.429583	-43.133611	IC 4518A/B       	 	2	F14544-4255	 	14 57 43.1	-43 08 01	326.12	 13.98	U	 	   0.36	 	24	U	T	 	   1.53	 	 32	M	I	 	    8.07	 	 92	M	I	 	   13.65	 	 389	U	T	 	 4715	 69.94	 	10.98	 	11.13	 	150	VV780;AM1454-425                   	Simbad	NED
224.251250	+24.616944	VV 340a          	*	1	F14547+2449	 	14 57 00.3	+24 37 01	 34.97	 61.72	R	 	   0.36	 	16	R	I	 	   0.41	 	 31	U	T	 	    6.95	 	 29	M	I	 	   15.16	 	 169	U	T	 	 9982	139.36	 	11.59	 	11.67	 	 44	ARP302NED02;KPG446B                	Simbad	NED
224.737083	-42.014167	NGC 5786         	 	2	F14556-4148	 	14 58 56.9	-42 00 51	326.88	 14.85	 	 	   0.37	 	28	U	T	 	   0.98	 	 29	R	I	 	    5.90	 	118	R	I	 	   15.00	 	 375	U	T	 	 2998	 35.04	 	10.35	 	10.45	 	373	                                   	Simbad	NED
224.595417	 -1.090556	NGC 5792         	 	1	F14558-0053	 	14 58 22.9	-01 05 26	355.35	 48.43	 	 	   0.97	 	22	M	I	 	   1.00	 	 44	U	T	 	    9.08	 	 28	M	I	 	   20.32	 	 136	U	T	 	 1924	 25.36	S	10.21	 	10.36	 	406	                                   	Simbad	NED
224.847917	-16.691111	NGC 5793         	 	1	F14565-1629	 	14 59 23.5	-16 41 28	341.96	 36.30	S	 	   0.17	 	31	R	Z	 	   0.49	 	 68	U	T	 	    6.48	 	 42	U	T	 	    9.44	 	 230	U	T	 	 3491	 50.17	 	10.56	 	10.65	 	311	                                   	Simbad	NED
224.032083	+83.521667	UGC 09668        	 	1	F15005+8343	 	14 56 07.7	+83 31 18	118.96	 32.61	 	 	   0.29	 	20	U	T	 	   0.89	 	 18	U	T	 	    5.24	 	 32	U	T	 	    8.49	 	 165	M	I	 	 3881	 55.64	 	10.58	 	10.74	 	279	MRK0839;KPG451B                    	Simbad	NED
226.626250	+55.763611	NGC 5866         	 	1	F15051+5557	 	15 06 30.3	+55 45 49	 92.03	 52.49	 	 	   0.35	 	22	R	I	 	   0.34	 	 10	R	I	 	    5.26	 	 27	M	I	 	   16.98	 	  60	U	T	 	  769	 11.63	S	 9.43	 	 9.45	 	597	                                   	Simbad	NED
227.314167	-11.321111	NGC 5861         	 	1	F15065-1107	 	15 09 15.4	-11 19 16	348.52	 39.06	 	 	   0.72	 	30	R	I	 	   1.54	 	 37	R	Z	 	   11.41	 	 22	R	I	 	   20.53	 	 114	U	T	 	 1818	 23.84	S	10.20	 	10.34	 	413	                                   	Simbad	NED
227.962500	-72.857778	NGC 5833         	 	2	F15066-7240	 	15 11 51.0	-72 51 28	312.94	-12.77	 	 	   0.83	 	20	R	I	 	   0.99	 	 14	R	I	 	    7.29	 	 27	M	I	 	   22.42	 	 332	R	Z	 	 3030	 38.65	 	10.60	 	10.69	 	298	                                   	Simbad	NED
228.377500	-20.674722	UGCA 402         	 	2	F15106-2029	 	15 13 30.6	-20 40 29	342.34	 31.11	 	 	   0.54	 	20	R	I	 	   0.64	 	 53	R	I	 	    5.70	 	 32	R	I	 	   14.37	 	 416	U	T	 	 2272	 30.94	 	10.22	 	10.34	 	415	                                   	Simbad	NED
228.302917	 +7.225000	CGCG 049-057     	*	1	F15107+0724	 	15 13 12.7	+07 13 30	  8.89	 50.96	 	<	   0.05	 	  	 	 	 	   0.95	 	 29	M	I	 	   21.89	 	 72	U	T	 	   31.53	 	 158	U	T	 	 3893	 59.06	 	11.23	 	11.27	:	121	                                   	Simbad	NED
228.771667	+42.209722	NGC 5900         	 	1	F15132+4223	 	15 15 05.2	+42 12 35	 69.68	 57.17	 	 	   0.40	 	17	M	I	 	   0.70	 	 14	U	T	 	    7.51	 	 26	U	T	 	   16.95	 	 189	U	T	 	 2511	 40.35	 	10.54	 	10.63	 	320	                                   	Simbad	NED
228.995417	+56.310000	NGC 5907         	 	1	15146+5629 	 	15 15 58.9	+56 18 36	 91.55	 51.09	 	 	   1.29	 	32	R	Z	 	   1.44	 	 30	R	I	 	    9.14	 	 78	R	I	 	   37.43	 	  92	M	I	 	  612	 12.08	S	 9.80	 	 9.85	 	554	                                   	Simbad	NED
229.527917	+42.744722	VV 705           	*	1	F15163+4255	 	15 18 06.7	+42 44 41	 70.35	 56.49	U	 	   0.29	 	19	R	I	 	   1.42	 	 16	U	T	 	    9.02	 	 21	U	T	 	   10.00	 	  91	U	T	 	12336	168.72	 	11.76	 	11.89	 	 26	MRK0848;IZw107                     	Simbad	NED
230.390417	-13.092778	NGC 5915         	 	1	F15188-1254	 	15 21 33.7	-13 05 34	349.91	 35.74	R	 	   0.46	 	32	U	T	 	   1.36	 	 62	U	T	 	   10.71	:	 62	U	P	n	   16.41	:	 216	U	P	n	 2291	 32.94	 	10.42	:	10.55	:	342	                                   	Simbad	NED
231.237917	-63.124722	ESO 099-G004     	 	2	15206-6256 	 	15 24 57.1	-63 07 29	319.30	 -5.24	 	 	   0.29	 	28	U	T	 	   1.46	 	 37	U	T	 	   10.30	 	121	U	T	 	   13.65	 	1272	U	T	 	 8779	123.07	 	11.54	 	11.67	 	 45	                                   	Simbad	NED
231.530833	+41.676111	NGC 5930         	*	1	F15243+4150	 	15 26 07.4	+41 40 34	 67.86	 55.30	R	 	   0.35	 	27	U	T	 	   1.60	 	 19	U	T	 	    9.36	 	 35	U	T	 	   13.68	 	 109	U	T	 	 2672	 42.47	 	10.58	 	10.72	 	287	ARP090NED02;VV823NED02;IZw112NED02 	Simbad	NED
231.749583	+35.976111	IRAS F15250+3608 	 	1	F15250+3608	 	15 26 59.9	+35 58 34	 57.81	 55.94	 	 	   0.16	 	30	R	I	 	   1.31	 	 25	U	T	 	    7.10	 	 43	U	T	 	    5.93	 	  98	U	T	 	16535	223.49	 	11.92	 	12.02	 	 18	                                   	Simbad	NED
232.503750	+12.989167	NGC 5936         	 	1	F15276+1309	 	15 30 00.9	+12 59 21	 20.06	 50.38	 	 	   0.48	 	24	U	T	 	   1.47	 	 31	M	I	 	    8.73	 	 37	U	T	 	   17.66	 	 105	U	T	 	 4013	 60.81	 	10.93	 	11.07	 	173	                                   	Simbad	NED
232.691667	 -2.829167	NGC 5937         	 	1	F15281-0239	 	15 30 46.0	-02 49 45	  1.33	 41.31	 	 	   0.68	 	31	U	T	 	   1.47	 	 46	R	I	 	   10.41	 	 26	M	I	 	   21.47	 	 210	U	T	 	 2807	 42.45	 	10.70	 	10.83	 	253	                                   	Simbad	NED
233.637500	+15.195000	NGC 5953         	 	1	F15322+1521	 	15 34 33.0	+15 11 42	 23.92	 50.34	*	 	   0.82	 	27	R	I	 	   1.58	 	 30	R	I	 	   11.79	 	 45	R	I	 	   19.89	 	 154	U	T	 	 2008	 32.77	 	10.48	 	10.63	 	316	MRK9031;ARP091NED01;VV244a;KPG468A 	Simbad	NED
233.737917	+23.502778	UGC 09913        	 	1	F15327+2340	 	15 34 57.1	+23 30 10	 36.63	 53.03	 	 	   0.61	 	21	R	I	 	   8.00	 	 34	U	T	 	  104.09	 	112	U	T	 	  115.29	 	 138	U	T	 	 5450	 79.90	 	12.15	 	12.21	 	  9	ARP220;VV540;KPG470                	Simbad	NED
234.130833	+16.607500	NGC 5962         	 	1	F15342+1646	 	15 36 31.4	+16 36 27	 26.25	 50.47	 	 	   0.73	 	14	R	I	 	   1.04	 	 26	M	I	 	    8.93	 	 31	M	I	 	   21.82	 	 194	U	T	 	 1958	 32.17	 	10.44	 	10.55	 	341	                                   	Simbad	NED
236.566667	 +2.415278	NGC 5990         	 	1	F15437+0234	 	15 46 16.0	+02 24 55	 10.02	 41.45	 	 	   0.60	 	43	U	T	 	   1.60	 	 58	U	T	 	    9.59	 	 30	U	T	 	   17.14	 	 181	U	T	 	 3863	 58.42	 	10.91	 	11.06	 	174	                                   	Simbad	NED
237.455833	-29.386389	NGC 6000         	 	2	F15467-2914	 	15 49 49.4	-29 23 11	343.30	 19.17	 	 	   1.48	 	25	R	I	 	   5.35	 	 41	M	I	 	   35.64	 	137	U	T	 	   54.94	 	 650	U	T	 	 2173	 28.90	 	10.83	 	10.97	 	209	                                   	Simbad	NED
241.301250	+20.542500	NGC 6052         	 	1	F16030+2040	 	16 05 12.3	+20 32 33	 35.31	 45.47	 	 	   0.28	 	22	U	T	 	   0.83	 	 27	U	T	 	    6.79	 	 45	U	T	 	   10.57	 	 340	U	T	 	 4747	 70.42	 	10.89	 	11.02	 	194	MRK0297;ARP209;VV086               	Simbad	NED
242.920000	+52.457500	NGC 6090         	 	1	F16104+5235	 	16 11 40.8	+52 27 27	 81.39	 45.21	 	 	   0.26	 	20	U	T	 	   1.24	 	 21	M	I	 	    6.48	 	 30	U	T	 	    9.41	 	 102	U	T	 	 8865	122.55	 	11.35	 	11.51	 	 76	MRK0496;VV626;IZw135;KPG486        	Simbad	NED
244.291667	-58.311944	ESO 137-G014     	 	2	16129-5811 	 	16 17 10.0	-58 18 43	327.30	 -5.54	 	 	   0.29	 	27	M	I	 	   1.00	 	 26	U	T	 	    6.16	 	139	U	T	 	    8.12	:	1682	U	P	n	 2764	 34.99	 	10.21	:	10.37	:	401	                                   	Simbad	NED
245.185000	-70.143056	IC 4595          	 	2	F16154-7001	 	16 20 44.4	-70 08 35	319.03	-14.13	 	 	   0.70	 	16	R	I	 	   0.67	 	 19	U	T	 	    7.05	 	 26	R	I	 	   18.64	 	 193	U	T	 	 3419	 45.75	 	10.68	 	10.78	 	267	                                   	Simbad	NED
244.792917	 -7.899167	IRAS F16164-0746 	 	2	F16164-0746	 	16 19 10.3	-07 53 57	  5.73	 28.74	 	 	   0.17	:	30	U	S	f	   0.59	:	 35	U	P	n	   10.29	 	 50	U	T	 	   13.22	 	 480	U	T	 	 8140	115.46	 	11.48	 	11.55	:	 69	                                   	Simbad	NED
247.734167	 +4.082778	CGCG 052-037     	*	1	F16284+0411	 	16 30 56.2	+04 04 58	 19.27	 32.90	 	 	   0.25	 	30	U	T	 	   0.81	 	 31	U	T	 	    7.00	 	 22	U	T	 	   11.23	 	 133	U	T	 	 7342	104.72	 	11.26	 	11.38	 	 91	                                   	Simbad	NED
247.917500	-28.103056	ESO 452-G005     	 	2	16285-2759 	 	16 31 40.2	-28 06 11	351.00	 13.58	 	 	   1.03	 	47	R	I	 	   1.18	 	 53	R	I	 	    6.44	 	856	U	T	 	        	 	    	U	U	c	 4175	 61.25	 	10.88	 	10.90	 	231	                                   	Simbad	NED
248.090417	+19.824722	NGC 6181         	 	1	F16301+1955	 	16 32 21.7	+19 49 29	 37.17	 39.21	 	 	   0.63	 	27	M	I	 	   1.41	 	 34	R	I	 	    8.94	 	 33	M	I	 	   20.83	 	 339	U	T	 	 2382	 30.70	S	10.39	 	10.51	 	357	                                   	Simbad	NED
248.716250	-60.618889	NGC 6156         	 	2	16304-6030 	 	16 34 51.9	-60 37 08	327.19	 -8.76	 	 	   1.23	 	17	R	I	 	   2.71	 	 24	M	I	 	   17.17	 	 49	M	I	 	   32.00	 	 878	U	T	 	 3300	 43.96	 	10.92	 	11.07	 	169	                                   	Simbad	NED
249.547500	-68.435278	ESO 069-IG006    	 	2	F16330-6820	 	16 38 11.4	-68 26 07	321.40	-14.15	 	 	   0.25	 	17	U	T	 	   0.71	 	 19	U	T	 	    7.08	 	 48	U	T	 	   12.68	 	 276	U	T	 	13926	188.61	 	11.82	 	11.92	 	 24	AM1633-682                         	Simbad	NED
248.162917	+78.197222	NGC 6217         	 	1	F16350+7817	 	16 32 39.1	+78 11 50	111.32	 33.36	 	 	   0.74	 	14	R	I	 	   2.03	 	 16	R	I	 	   11.35	 	 15	M	I	 	   20.62	 	  79	U	T	 	 1353	 23.49	 	10.19	 	10.34	 	411	ARP185                             	Simbad	NED
250.663333	 -9.719722	IRAS F16399-0937 	 	N	F16399-0937	 	16 42 39.2	-09 43 11	  7.89	 22.98	 	 	   0.27	:	28	U	P	n	   1.13	:	 41	U	P	n	    8.42	:	 68	U	P	n	   14.72	:	1179	U	P	c	 8098	114.61	 	11.44	:	11.56	:	 68	                                   	Simbad	NED
251.874167	-29.354722	ESO 453-G005     	 	2	F16443-2915	 	16 47 29.8	-29 21 17	352.31	 10.13	 	<	   0.11	 	  	 	 	 	   0.61	 	 32	R	I	 	    9.56	:	 94	U	P	n	   12.17	:	1154	U	T	b	 6335	 91.55	 	11.24	:	11.29	:	116	                                   	Simbad	NED
252.777917	-58.993889	NGC 6215         	 	2	16467-5854 	 	16 51 06.7	-58 59 38	329.78	 -9.27	 	 	   1.94	 	24	R	I	 	   3.53	 	 32	R	I	 	   29.97	 	104	R	I	 	   47.55	 	 642	U	T	 	 1560	 19.04	 	10.39	 	10.54	 	344	                                   	Simbad	NED
253.192083	-59.216667	NGC 6221         	 	2	16484-5908 	 	16 52 46.1	-59 13 00	329.74	 -9.57	 	 	   3.11	 	26	R	I	 	   7.48	 	 28	R	I	 	   49.07	 	 61	R	I	 	   86.06	 	 188	M	I	 	 1482	 18.02	 	10.58	 	10.73	 	284	AM1648-590                         	Simbad	NED
253.244167	 +2.400833	NGC 6240         	 	2	F16504+0228	 	16 52 58.6	+02 24 03	 20.73	 27.29	 	 	   0.59	 	25	U	T	 	   3.55	 	 20	U	T	 	   22.94	 	 54	U	T	 	   26.49	 	 174	U	T	 	 7298	103.86	 	11.73	 	11.85	 	 30	VV617                              	Simbad	NED
253.600833	 -9.889444	IRAS F16516-0948 	 	2	F16516-0948	 	16 54 24.2	-09 53 22	  9.50	 20.50	 	 	   0.27	 	20	U	T	 	   0.49	 	 34	U	T	 	    5.32	:	139	U	P	n	   11.65	:	 668	U	P	n	 6755	 96.87	 	11.15	:	11.24	:	129	                                   	Simbad	NED
254.628333	+58.938611	NGC 6286         	*	1	F16577+5900	 	16 58 30.8	+58 56 19	 88.01	 37.43	S	 	   0.47	 	15	R	I	 	   0.62	 	 17	R	I	 	    9.24	 	 43	M	I	 	   23.11	 	  48	M	I	 	 5637	 79.78	 	11.26	 	11.32	 	107	ARP293NED02                        	Simbad	NED
259.251250	-62.820278	NGC 6300         	 	2	F17123-6245	 	17 17 00.3	-62 49 13	328.49	-14.05	 	 	   1.71	 	21	R	I	 	   3.25	 	 26	R	I	 	   16.72	 	 31	R	I	 	   42.45	 	 145	M	I	 	 1110	 13.11	 	 9.94	 	10.09	 	505	VV734                              	Simbad	NED
258.585417	+53.176111	IRAS F17132+5313 	 	1	F17132+5313	 	17 14 20.5	+53 10 34	 80.61	 35.75	 	 	   0.24	 	21	R	I	 	   0.65	 	 24	U	T	 	    6.07	 	 34	U	T	 	    7.90	 	 105	U	T	 	15212	204.26	 	11.77	 	11.89	 	 25	                                   	Simbad	NED
259.151250	-10.344444	IRAS F17138-1017 	 	2	F17138-1017	 	17 16 36.3	-10 20 40	 12.24	 15.67	 	 	   0.63	 	28	U	T	 	   2.12	 	 38	U	T	 	   15.18	 	 58	U	T	 	   19.02	 	 339	U	T	 	 5197	 75.84	 	11.27	 	11.42	 	 86	                                   	Simbad	NED
260.839167	 -0.283333	IRAS F17207-0014 	 	2	F17207-0014	 	17 23 21.4	-00 17 00	 22.22	 19.36	 	 	   0.20	 	25	U	T	 	   1.61	 	 29	U	T	 	   32.13	 	 57	U	T	 	   36.08	:	 555	U	P	c	12852	175.68	 	12.35	:	12.39	:	  2	                                   	Simbad	NED
261.682083	-59.932222	ESO 138-G027     	 	2	F17222-5953	 	17 26 43.7	-59 55 56	331.65	-13.51	 	 	   0.33	 	29	U	T	 	   1.35	 	 30	U	T	 	    9.53	 	 58	U	T	 	   11.05	 	 628	U	T	 	 6215	 88.80	 	11.21	 	11.34	 	104	AM1722-595                         	Simbad	NED
266.778750	-64.638056	IC 4662          	 	2	F17422-6437	 	17 47 06.9	-64 38 17	328.55	-17.84	 	 	   0.27	 	36	R	I	 	   1.27	 	 29	M	I	 	    8.82	 	 35	M	I	 	   11.38	 	  82	U	T	 	  307	  1.69	 	 7.72	 	 7.85	 	628	                                   	Simbad	NED
267.277500	+13.332222	CGCG 083-025     	*	2	F17468+1320	 	17 49 06.6	+13 19 56	 38.18	 19.74	 	<	   0.15	 	  	 	 	 	   0.50	 	 29	R	I	 	    7.10	 	 78	U	T	 	    9.81	 	 292	U	T	 	 4881	 70.98	 	10.90	 	10.95	:	213	                                   	Simbad	NED
